Ticker,Short Name,NI / Profit T12M,SE End Pd LF,EBITDA T12M,EBIT T12M,Total Liab LF,FCF T12M,Tot Assets LF,Market Cap,P/E,Total Return YTD,Revenue T12M,EPS T12M,Tot Debt LF,Fitch Long Term Issuer Default Rating,Curr Liab LF,Curr Assets LF
FLEX US Equity,FLEX LTD,852000000.00,5120999936.00,1872000000.00,1301000000.00,15699000000.00,1162000000.00,20820000000.00,22027344786.84,23.39,-0.84,26835000000.00,2.24,5018000000.00,BBB-,10856000000.00,15152000000.00
GPC US Equity,GENUINE PARTS CO,65945024.00,4440363008.00,2030117000.00,960651000.00,16355177000.00,420924000.00,20795540000.00,16071385916.16,61.17,-5.19,24300141000.00,0.47,6929765000.00,BBB-,9787705000.00,10564734000.00
AF FP Equity,AIR FRANCE-KLM,1592000000.00,2364000000.00,5250000000.00,2002000000.00,37081000000.00,115000000.00,39445000000.00,2546239920.35,1.76,-12.75,33007000000.00,5.73,15513000000.00,BBB-,17113000000.00,10562000000.00
NOKIA FH Equity,NOKIA OYJ,651000000.00,21058000896.00,1923000000.00,804000000.00,16539000000.00,1465000000.00,37597000000.00,37416432676.27,60.95,20.96,19889000000.00,0.12,4233000000.00,BBB-,10004000000.00,15792000000.00
LHA GR Equity,DEUTSCHE LUFT-RG,1339000000.00,11710999552.00,4142000000.00,1660000000.00,36683000000.00,-494000000.00,48394000000.00,9272855193.17,7.32,-2.88,39597000000.00,1.12,13940545707.16,BBB-,19941000000.00,16158000000.00
SVEAF SS Equity,SVEAFASTIGHETER,84000000.00,14929000448.00,779000000.00,533000000.00,15244000000.00,-314000000.00,30173000000.00,7055999755.86,84.38,-12.06,1590000000.00,0.43,13019000000.00,BBB-,1564000000.00,779000000.00
SBAC US Equity,SBA COMM CORP,1053631984.00,-4853518848.00,1928343000.00,1342786000.00,16350269000.00,1066509000.00,11575012000.00,20795921415.36,16.77,1.63,2815139000.00,9.84,15319130000.00,BBB-,2678301000.00,773431000.00
JBS US Equity,JBS NV-A,2022039968.00,9509156864.00,6414196000.00,4173431000.00,32785484335.69,743010000.00,44186111000.00,17212583031.20,10.22,7.63,83094822000.00,1.42,22566341000.00,BBB-,11033356000.00,17671685000.00
DAL US Equity,DELTA AIR LI,5006000000.00,20853000192.00,9241000000.00,5822000000.00,60464000000.00,3843000000.00,81317000000.00,38541243079.08,12.38,-14.75,63364000000.00,7.71,20274000000.00,BBB-,27624000000.00,10968000000.00
NEXA US Equity,NEXA RESOURCES,132623000.00,1255405056.00,722833333.33,498000000.00,3941316023.57,71333000.00,5258854770.96,1439607701.57,28.46,22.82,3002000000.00,1.00,1955323000.00,BBB-,1312216000.00,1192209000.00
RHC AU Equity,RAMSAY HEALTH,289600000.00,5723200000.00,2208800000.00,1017600000.00,15974500000.00,723500000.00,21697700000.00,9639452519.92,35.16,22.77,18589600000.00,1.19,11862700000.00,BBB-,3951400000.00,3560000000.00
SPG GR Equity,SPRINGER NATURE,164300000.00,1834000000.00,704800000.00,418000000.00,3649112709.22,440600000.00,5098500000.00,3023112594.86,18.91,-19.04,1889900000.00,0.82,1651200000.00,BBB-,807800000.00,764700000.00
RPRX US Equity,ROYALTY PHARMA-A,770741984.00,9714938880.00,1563370000.00,1559518000.00,9905841000.00,2489823000.00,19620780000.00,26306006642.60,20.66,18.13,2378193000.00,1.67,8950917000.00,BBB-,636211000.00,1528091000.00
ATKR US Equity,ATKORE INC,-46481000.00,1405270016.00,106383000.00,-24697000.00,1432789500.00,195320000.00,2788581000.00,2072626740.99,12.53,-2.43,2844329000.00,-1.39,926013000.00,BBB-,459665000.00,1571872000.00
CCL LN Equity,CARNIVAL PLC,2761000000.00,12284000256.00,7714000000.00,4482000000.00,39403000000.00,2607000000.00,51687000000.00,26596978965.27,12.25,-14.88,26621000000.00,2.10,26689521148.38,BBB-,13092000000.00,4219000000.00
IVG IM Equity,IVECO GROUP NV,289000000.00,2819000064.00,1274000000.00,538000000.00,16044000000.00,335000000.00,18863000000.00,5140887886.31,21.85,1.36,13428000000.00,1.07,6061000000.00,BBB-,7981000000.00,12679000000.00
DINO US Equity,HF SINCLAIR CORP,579000000.00,9249000448.00,1945000000.00,927000000.00,7306844590.52,794000000.00,16510000000.00,10136761305.01,17.71,23.16,26869000000.00,3.07,3232000000.00,BBB-,2485000000.00,4812000000.00
CPX CN Equity,CAPITAL POWER CO,160000000.00,4848999936.00,966000000.00,386000000.00,10592000000.00,58000000.00,15441000000.00,9504667859.19,62.22,3.76,3615000000.00,0.93,6884000000.00,BBB-,1635000000.00,1542000000.00
SUZB3 BZ Equity,SUZANO SA,13408189136.00,43952173056.00,22355479000.00,11058221000.00,123983346000.00,5668701000.00,167935519000.00,69425339415.80,5.07,6.74,50115679000.00,10.84,92815590358.98,BBB-,13772871000.00,43867069000.00
GPSC TB Equity,GLOBAL POWER SYN,6399003392.00,116435640320.00,20537431373.00,11150824823.00,147823454962.00,14780775803.00,264259093393.00,93051069111.00,14.53,-6.31,84915866800.00,2.27,115073749150.00,BBB-,24812488335.00,42825720298.00
JSWINFRA IN Equity,JSW INFRASTRUCTU,15030800384.00,104887902208.00,22621800000.00,17156300000.00,67698423453.87,-287200000.00,164723386948.76,552510425095.09,37.55,-5.62,44761400000.00,7.16,50421300000.00,BBB-,13720900000.00,41386000000.00
OVV US Equity,OVINTIV INC,1242000000.00,11194999808.00,3501000000.00,1131000000.00,9195000000.00,1505000000.00,20390000000.00,14804277941.75,7.60,33.32,8908000000.00,4.90,6424000000.00,BBB-,2795000000.00,1523000000.00
VNT US Equity,VONTIER CORP,406100000.00,1251200000.00,711900000.00,561600000.00,3117600000.00,441100000.00,4368800000.00,5430360000.00,13.64,3.21,3075600000.00,2.77,2135500000.00,BBB-,1288500000.00,1491800000.00
SNG RO Equity,SOCIETATEA NATIO,3346605952.00,16016063488.00,4194089000.00,3716206000.00,6741000000.00,148789000.00,23603500000.00,43861069561.08,13.20,14.71,8025582000.00,0.87,5635539000.00,BBB-,1770702000.00,7774068000.00
FLS US Equity,FLOWSERVE CORP,346246000.00,2254323968.00,532750000.00,379245000.00,3453876000.00,434957000.00,5708200000.00,9701054879.67,13.69,9.87,4729260000.00,2.64,1760273000.00,BBB-,1501885000.00,3042885000.00
SNN RO Equity,SOCIETATEA NATIO,2397626080.00,15874315264.00,3091777137.00,2374120892.00,2360008428.00,1064025409.00,18234323715.00,19154387269.00,8.22,18.94,5626432598.00,7.95,433017034.00,BBB-,1235435730.00,4993842362.00
ICL IT Equity,ICL GROUP LTD,226000000.00,6242999808.00,1195000000.00,580000000.00,6170000000.00,130000000.00,12413000000.00,20341002209.04,29.07,-16.34,7153000000.00,0.17,2756000000.00,BBB-,3131000000.00,4164000000.00
PGEO IJ Equity,PERTAMINA GEOTHE,137697000.00,2045563008.00,331714000.00,203741000.00,1142495405.47,203949000.00,3034451000.00,40770369311100.00,17.16,-13.33,432726000.00,0.00,752878000.00,BBB-,214299000.00,880973000.00
MSCI US Equity,MSCI INC,1202304960.00,-2654540032.00,1935667000.00,1713567000.00,8356999000.00,1458585000.00,5702459000.00,41824363668.08,35.09,-0.40,3134459000.00,15.72,6575067000.00,BBB-,1829713000.00,1644769000.00
M US Equity,MACY'S INC,478000000.00,4328000000.00,1681000000.00,785000000.00,12736000000.00,1164000000.00,17064000000.00,4857684401.43,8.26,-17.14,22712000000.00,1.73,5243000000.00,BBB-,5888000000.00,7385000000.00
CPB US Equity,THE CAMPBELL'S C,578000000.00,3959000064.00,1632000000.00,1093000000.00,11185450000.00,687000000.00,15179000000.00,7691863521.00,9.07,-6.06,10158000000.00,1.94,7307000000.00,BBB-,3130000000.00,2563000000.00
PPC US Equity,PILGRIM'S PRIDE,1082358984.00,3693731072.00,2152682000.00,1613539000.00,6649799000.00,660584000.00,10343530000.00,9680058465.25,7.81,4.51,18497553000.00,4.56,3513050000.00,BBB-,2890258000.00,4237363000.00
AN US Equity,AUTONATION INC,649100000.00,2341100032.00,1563300000.00,1239900000.00,12051100000.00,-197500000.00,14392200000.00,6689761988.74,8.05,-6.66,27631400000.00,17.21,8746700000.00,BBB-,5540600000.00,4647700000.00
PSKY US Equity,PARAMOUNT SKYDAN,-621000000.00,12887000064.00,2018000000.00,934000000.00,30455000000.00,353000000.00,43342000000.00,13329775896.91,15.45,-10.52,28891000000.00,-0.44,14808000000.00,BBB-,10599000000.00,13320000000.00
STERV FH Equity,STORA ENSO OYJ-R,696000000.00,10648999936.00,1334000000.00,853000000.00,8410000000.00,-35000000.00,19059000000.00,8151763509.67,12.11,-0.47,9326000000.00,0.88,4423000000.00,BBB-,3277000000.00,3978000000.00
CCL US Equity,CARNIVAL CORP,2761000000.00,12284000256.00,7506000000.00,4483000000.00,39403000000.00,2607000000.00,51687000000.00,35595089379.44,11.51,-15.15,26622000000.00,2.10,27993000000.00,BBB-,13092000000.00,4219000000.00
NG/ LN Equity,NATIONAL GRID PL,2872000064.00,37218000896.00,7674000000.00,5151000000.00,66542000000.00,-2914000000.00,103760000000.00,65621281149.60,22.77,17.17,17482000000.00,0.59,45914000000.00,BBB-,9185000000.00,8927000000.00
MRX US Equity,MAREX GROUP PLC,304600000.00,1183600000.00,407500000.00,397625000.00,32171716358.66,1151800000.00,33421328886.35,2539410318.90,8.57,-7.06,2024100000.00,4.16,8791400000.00,BBB-,29027000000.00,32130600000.00
MELI US Equity,MERCADOLIBRE INC,1997000000.00,6748000256.00,4473000000.00,3201000000.00,35919000000.00,10773000000.00,42667000000.00,90639463810.52,45.38,-11.24,28893000000.00,39.40,10049079340.20,BBB-,28633000000.00,33573000000.00
EMBJ3 BZ Equity,EMBRAER,1952949984.00,20974950400.00,4544077000.00,3386837000.00,47746132412.62,3439198000.00,71092088000.00,59340868626.16,30.06,-9.55,41883234000.00,2.67,12778193772.50,BBB-,26200867000.00,39342786000.00
MAT US Equity,MATTEL INC,397691016.00,2233048064.00,851849000.00,546424000.00,4407334000.00,411263000.00,6640382000.00,4804980000.00,11.06,-19.86,5347623000.00,1.27,2683268000.00,BBB-,1458182000.00,3130789000.00
